"Word"	"dlugosc"	"FreqSum"	"ContCount"	"Contextual Diversity"	"Frequency Per 1 Mln"	"Nchar"
"bohomaza"	8	1	1	"8.99604174163e-05"	"0,0451882807"	10
"bojeaule"	8	1	1	"8.99604174163e-05"	"0,0451882807"	10
"bojkocie"	8	1	1	"8.99604174163e-05"	"0,0451882807"	10
"bokserom"	8	1	1	"8.99604174163e-05"	"0,0451882807"	10
"bolgerem"	8	1	1	"8.99604174163e-05"	"0,0451882807"	10
"bolianie"	8	1	1	"8.99604174163e-05"	"0,0451882807"	10
"bolianin"	8	1	1	"8.99604174163e-05"	"0,0451882807"	10
"bollyewa"	8	1	1	"8.99604174163e-05"	"0,0451882807"	10
"boltarze"	8	1	1	"8.99604174163e-05"	"0,0451882807"	10
"bomberze"	8	1	1	"8.99604174163e-05"	"0,0451882807"	10
"bombiarz"	8	1	1	"8.99604174163e-05"	"0,0451882807"	10
"bongowej"	8	1	1	"8.99604174163e-05"	"0,0451882807"	10
"bonkwist"	8	1	1	"8.99604174163e-05"	"0,0451882807"	10
"bonniego"	8	1	1	"8.99604174163e-05"	"0,0451882807"	10
"boogiego"	8	1	1	"8.99604174163e-05"	"0,0451882807"	10
"borchert"	8	1	1	"8.99604174163e-05"	"0,0451882807"	10
"bordowym"	8	1	1	"8.99604174163e-05"	"0,0451882807"	10
"borodaty"	8	1	1	"8.99604174163e-05"	"0,0451882807"	10
"borowego"	8	1	1	"8.99604174163e-05"	"0,0451882807"	10
"borowicz"	8	1	1	"8.99604174163e-05"	"0,0451882807"	10
"borowska"	8	1	1	"8.99604174163e-05"	"0,0451882807"	10
"bosonogą"	8	1	1	"8.99604174163e-05"	"0,0451882807"	10
"botherin"	8	1	1	"8.99604174163e-05"	"0,0451882807"	10
"bouclard"	8	1	1	"8.99604174163e-05"	"0,0451882807"	10
"bouginal"	8	1	1	"8.99604174163e-05"	"0,0451882807"	10
"boybandu"	8	1	1	"8.99604174163e-05"	"0,0451882807"	10
"boziulko"	8	1	1	"8.99604174163e-05"	"0,0451882807"	10
"braczami"	8	1	1	"8.99604174163e-05"	"0,0451882807"	10
"bradiemu"	8	1	1	"8.99604174163e-05"	"0,0451882807"	10
"bradleym"	8	1	1	"8.99604174163e-05"	"0,0451882807"	10
"brainaca"	8	1	1	"8.99604174163e-05"	"0,0451882807"	10
"bralnerd"	8	1	1	"8.99604174163e-05"	"0,0451882807"	10
"bramkowy"	8	1	1	"8.99604174163e-05"	"0,0451882807"	10
"brandwyn"	8	1	1	"8.99604174163e-05"	"0,0451882807"	10
"branżami"	8	1	1	"8.99604174163e-05"	"0,0451882807"	10
"bratacie"	8	1	1	"8.99604174163e-05"	"0,0451882807"	10
"bregnona"	8	1	1	"8.99604174163e-05"	"0,0451882807"	10
"brennusa"	8	1	1	"8.99604174163e-05"	"0,0451882807"	10
"brentano"	8	1	1	"8.99604174163e-05"	"0,0451882807"	10
"brewerem"	8	1	1	"8.99604174163e-05"	"0,0451882807"	10
"bricklem"	8	1	1	"8.99604174163e-05"	"0,0451882807"	10
"brigitty"	8	1	1	"8.99604174163e-05"	"0,0451882807"	10
"brixtonu"	8	1	1	"8.99604174163e-05"	"0,0451882807"	10
"brizueia"	8	1	1	"8.99604174163e-05"	"0,0451882807"	10
"broadwau"	8	1	1	"8.99604174163e-05"	"0,0451882807"	10
"brodzimy"	8	1	1	"8.99604174163e-05"	"0,0451882807"	10
"broganie"	8	1	1	"8.99604174163e-05"	"0,0451882807"	10
"bromwich"	8	1	1	"8.99604174163e-05"	"0,0451882807"	10
"bronieni"	8	1	1	"8.99604174163e-05"	"0,0451882807"	10
"bruising"	8	1	1	"8.99604174163e-05"	"0,0451882807"	10
"bruszurą"	8	1	1	"8.99604174163e-05"	"0,0451882807"	10
"brutusko"	8	1	1	"8.99604174163e-05"	"0,0451882807"	10
"brużdżąc"	8	1	1	"8.99604174163e-05"	"0,0451882807"	10
"bryianty"	8	1	1	"8.99604174163e-05"	"0,0451882807"	10
"bryłkami"	8	1	1	"8.99604174163e-05"	"0,0451882807"	10
"brzęczka"	8	1	1	"8.99604174163e-05"	"0,0451882807"	10
"brzozach"	8	1	1	"8.99604174163e-05"	"0,0451882807"	10
"brzuduli"	8	1	1	"8.99604174163e-05"	"0,0451882807"	10
"bucholtz"	8	1	1	"8.99604174163e-05"	"0,0451882807"	10
"budadzie"	8	1	1	"8.99604174163e-05"	"0,0451882807"	10
"budapest"	8	1	1	"8.99604174163e-05"	"0,0451882807"	10
"budowlom"	8	1	1	"8.99604174163e-05"	"0,0451882807"	10
"budyneku"	8	1	1	"8.99604174163e-05"	"0,0451882807"	10
"bullmann"	8	1	1	"8.99604174163e-05"	"0,0451882807"	10
"bullseye"	8	1	1	"8.99604174163e-05"	"0,0451882807"	10
"burbanks"	8	1	1	"8.99604174163e-05"	"0,0451882807"	10
"burdicka"	8	1	1	"8.99604174163e-05"	"0,0451882807"	10
"burnoose"	8	1	1	"8.99604174163e-05"	"0,0451882807"	10
"burtowej"	8	1	1	"8.99604174163e-05"	"0,0451882807"	10
"burwella"	8	1	1	"8.99604174163e-05"	"0,0451882807"	10
"bushnell"	8	1	1	"8.99604174163e-05"	"0,0451882807"	10
"buszenko"	8	1	1	"8.99604174163e-05"	"0,0451882807"	10
"byblosie"	8	1	1	"8.99604174163e-05"	"0,0451882807"	10
"byrnesom"	8	1	1	"8.99604174163e-05"	"0,0451882807"	10
"bywałbym"	8	1	1	"8.99604174163e-05"	"0,0451882807"	10
"bzrurach"	8	1	1	"8.99604174163e-05"	"0,0451882807"	10
"cabrales"	8	1	1	"8.99604174163e-05"	"0,0451882807"	10
"cakewalk"	8	1	1	"8.99604174163e-05"	"0,0451882807"	10
"calamari"	8	1	1	"8.99604174163e-05"	"0,0451882807"	10
"calimero"	8	1	1	"8.99604174163e-05"	"0,0451882807"	10
"całkiem…"	8	1	1	"8.99604174163e-05"	"0,0451882807"	10
"całkując"	8	1	1	"8.99604174163e-05"	"0,0451882807"	10
"camerose"	8	1	1	"8.99604174163e-05"	"0,0451882807"	10
"capitata"	8	1	1	"8.99604174163e-05"	"0,0451882807"	10
"caprican"	8	1	1	"8.99604174163e-05"	"0,0451882807"	10
"carabaru"	8	1	1	"8.99604174163e-05"	"0,0451882807"	10
"caravaca"	8	1	1	"8.99604174163e-05"	"0,0451882807"	10
"carbombs"	8	1	1	"8.99604174163e-05"	"0,0451882807"	10
"carcacha"	8	1	1	"8.99604174163e-05"	"0,0451882807"	10
"carefull"	8	1	1	"8.99604174163e-05"	"0,0451882807"	10
"carlenem"	8	1	1	"8.99604174163e-05"	"0,0451882807"	10
"carnagea"	8	1	1	"8.99604174163e-05"	"0,0451882807"	10
"carnagie"	8	1	1	"8.99604174163e-05"	"0,0451882807"	10
"carparks"	8	1	1	"8.99604174163e-05"	"0,0451882807"	10
"carpeted"	8	1	1	"8.99604174163e-05"	"0,0451882807"	10
"carphone"	8	1	1	"8.99604174163e-05"	"0,0451882807"	10
"carrasco"	8	1	1	"8.99604174163e-05"	"0,0451882807"	10
"carraway"	8	1	1	"8.99604174163e-05"	"0,0451882807"	10
"carretto"	8	1	1	"8.99604174163e-05"	"0,0451882807"	10
"carriers"	8	1	1	"8.99604174163e-05"	"0,0451882807"	10
"carrisem"	8	1	1	"8.99604174163e-05"	"0,0451882807"	10
"carrutha"	8	1	1	"8.99604174163e-05"	"0,0451882807"	10
"carsonów"	8	1	1	"8.99604174163e-05"	"0,0451882807"	10
"casanową"	8	1	1	"8.99604174163e-05"	"0,0451882807"	10
"casanowo"	8	1	1	"8.99604174163e-05"	"0,0451882807"	10
"cassidys"	8	1	1	"8.99604174163e-05"	"0,0451882807"	10
"castisia"	8	1	1	"8.99604174163e-05"	"0,0451882807"	10
"cathbert"	8	1	1	"8.99604174163e-05"	"0,0451882807"	10
"catualla"	8	1	1	"8.99604174163e-05"	"0,0451882807"	10
"cazwisko"	8	1	1	"8.99604174163e-05"	"0,0451882807"	10
"çekimler"	8	1	1	"8.99604174163e-05"	"0,0451882807"	10
"celowane"	8	1	1	"8.99604174163e-05"	"0,0451882807"	10
"celtowie"	8	1	1	"8.99604174163e-05"	"0,0451882807"	10
"celtyccy"	8	1	1	"8.99604174163e-05"	"0,0451882807"	10
"cementję"	8	1	1	"8.99604174163e-05"	"0,0451882807"	10
"centkowi"	8	1	1	"8.99604174163e-05"	"0,0451882807"	10
"cerbiego"	8	1	1	"8.99604174163e-05"	"0,0451882807"	10
"cessford"	8	1	1	"8.99604174163e-05"	"0,0451882807"	10
"cevacici"	8	1	1	"8.99604174163e-05"	"0,0451882807"	10
"chałupki"	8	1	1	"8.99604174163e-05"	"0,0451882807"	10
"chandera"	8	1	1	"8.99604174163e-05"	"0,0451882807"	10
"chapsowi"	8	1	1	"8.99604174163e-05"	"0,0451882807"	10
"charataj"	8	1	1	"8.99604174163e-05"	"0,0451882807"	10
"charówka"	8	1	1	"8.99604174163e-05"	"0,0451882807"	10
"chełmnie"	8	1	1	"8.99604174163e-05"	"0,0451882807"	10
"cheramie"	8	1	1	"8.99604174163e-05"	"0,0451882807"	10
"chigurha"	8	1	1	"8.99604174163e-05"	"0,0451882807"	10
"chińskej"	8	1	1	"8.99604174163e-05"	"0,0451882807"	10
"chlapały"	8	1	1	"8.99604174163e-05"	"0,0451882807"	10
"chluśnie"	8	1	1	"8.99604174163e-05"	"0,0451882807"	10
"chłopaką"	8	1	1	"8.99604174163e-05"	"0,0451882807"	10
"chłopskm"	8	1	1	"8.99604174163e-05"	"0,0451882807"	10
"chmielna"	8	1	1	"8.99604174163e-05"	"0,0451882807"	10
"chodliwe"	8	1	1	"8.99604174163e-05"	"0,0451882807"	10
"chodując"	8	1	1	"8.99604174163e-05"	"0,0451882807"	10
"chodził…"	8	1	1	"8.99604174163e-05"	"0,0451882807"	10
"chodźćie"	8	1	1	"8.99604174163e-05"	"0,0451882807"	10
"chołubią"	8	1	1	"8.99604174163e-05"	"0,0451882807"	10
"chomping"	8	1	1	"8.99604174163e-05"	"0,0451882807"	10
"chondryt"	8	1	1	"8.99604174163e-05"	"0,0451882807"	10
"chopshlu"	8	1	1	"8.99604174163e-05"	"0,0451882807"	10
"chorizzo"	8	1	1	"8.99604174163e-05"	"0,0451882807"	10
"chorobób"	8	1	1	"8.99604174163e-05"	"0,0451882807"	10
"chrapacz"	8	1	1	"8.99604174163e-05"	"0,0451882807"	10
"chromową"	8	1	1	"8.99604174163e-05"	"0,0451882807"	10
"chrupała"	8	1	1	"8.99604174163e-05"	"0,0451882807"	10
"chuggers"	8	1	1	"8.99604174163e-05"	"0,0451882807"	10
"chujosie"	8	1	1	"8.99604174163e-05"	"0,0451882807"	10
"chwilka…"	8	1	1	"8.99604174163e-05"	"0,0451882807"	10
"ciarence"	8	1	1	"8.99604174163e-05"	"0,0451882807"	10
"ciarissa"	8	1	1	"8.99604174163e-05"	"0,0451882807"	10
"ciarissą"	8	1	1	"8.99604174163e-05"	"0,0451882807"	10
"ciasnymi"	8	1	1	"8.99604174163e-05"	"0,0451882807"	10
"cichosza"	8	1	1	"8.99604174163e-05"	"0,0451882807"	10
"ciemnicę"	8	1	1	"8.99604174163e-05"	"0,0451882807"	10
"ciemnoto"	8	1	1	"8.99604174163e-05"	"0,0451882807"	10
"cimarron"	8	1	1	"8.99604174163e-05"	"0,0451882807"	10
"ciolatka"	8	1	1	"8.99604174163e-05"	"0,0451882807"	10
"ciornyje"	8	1	1	"8.99604174163e-05"	"0,0451882807"	10
"cipkowym"	8	1	1	"8.99604174163e-05"	"0,0451882807"	10
"ciuchowa"	8	1	1	"8.99604174163e-05"	"0,0451882807"	10
"ciuchowe"	8	1	1	"8.99604174163e-05"	"0,0451882807"	10
"ciudowne"	8	1	1	"8.99604174163e-05"	"0,0451882807"	10
"clackton"	8	1	1	"8.99604174163e-05"	"0,0451882807"	10
"clanonem"	8	1	1	"8.99604174163e-05"	"0,0451882807"	10
"clippera"	8	1	1	"8.99604174163e-05"	"0,0451882807"	10
"clodovil"	8	1	1	"8.99604174163e-05"	"0,0451882807"	10
"cobardes"	8	1	1	"8.99604174163e-05"	"0,0451882807"	10
"çocuklar"	8	1	1	"8.99604174163e-05"	"0,0451882807"	10
"cofnijże"	8	1	1	"8.99604174163e-05"	"0,0451882807"	10
"cofnołem"	8	1	1	"8.99604174163e-05"	"0,0451882807"	10
"coltonie"	8	1	1	"8.99604174163e-05"	"0,0451882807"	10
"coltrana"	8	1	1	"8.99604174163e-05"	"0,0451882807"	10
"comandor"	8	1	1	"8.99604174163e-05"	"0,0451882807"	10
"confides"	8	1	1	"8.99604174163e-05"	"0,0451882807"	10
"conovera"	8	1	1	"8.99604174163e-05"	"0,0451882807"	10
"consoied"	8	1	1	"8.99604174163e-05"	"0,0451882807"	10
"consulto"	8	1	1	"8.99604174163e-05"	"0,0451882807"	10
"convence"	8	1	1	"8.99604174163e-05"	"0,0451882807"	10
"copenose"	8	1	1	"8.99604174163e-05"	"0,0451882807"	10
"copycats"	8	1	1	"8.99604174163e-05"	"0,0451882807"	10
"cordelią"	8	1	1	"8.99604174163e-05"	"0,0451882807"	10
"cortwell"	8	1	1	"8.99604174163e-05"	"0,0451882807"	10
"cosaboom"	8	1	1	"8.99604174163e-05"	"0,0451882807"	10
"cosimono"	8	1	1	"8.99604174163e-05"	"0,0451882807"	10
"cotopaxi"	8	1	1	"8.99604174163e-05"	"0,0451882807"	10
"cottages"	8	1	1	"8.99604174163e-05"	"0,0451882807"	10
"coupanij"	8	1	1	"8.99604174163e-05"	"0,0451882807"	10
"coupling"	8	1	1	"8.99604174163e-05"	"0,0451882807"	10
"courtowi"	8	1	1	"8.99604174163e-05"	"0,0451882807"	10
"coutarda"	8	1	1	"8.99604174163e-05"	"0,0451882807"	10
"crampasa"	8	1	1	"8.99604174163e-05"	"0,0451882807"	10
"cranacha"	8	1	1	"8.99604174163e-05"	"0,0451882807"	10
"crayfish"	8	1	1	"8.99604174163e-05"	"0,0451882807"	10
"crazyemu"	8	1	1	"8.99604174163e-05"	"0,0451882807"	10
"creatura"	8	1	1	"8.99604174163e-05"	"0,0451882807"	10
"creedens"	8	1	1	"8.99604174163e-05"	"0,0451882807"	10
"creedery"	8	1	1	"8.99604174163e-05"	"0,0451882807"	10
"crencias"	8	1	1	"8.99604174163e-05"	"0,0451882807"	10
"crippena"	8	1	1	"8.99604174163e-05"	"0,0451882807"	10
"cronkaya"	8	1	1	"8.99604174163e-05"	"0,0451882807"	10
"cropping"	8	1	1	"8.99604174163e-05"	"0,0451882807"	10
"cruisers"	8	1	1	"8.99604174163e-05"	"0,0451882807"	10
"crushins"	8	1	1	"8.99604174163e-05"	"0,0451882807"	10
"crutches"	8	1	1	"8.99604174163e-05"	"0,0451882807"	10
"csákovej"	8	1	1	"8.99604174163e-05"	"0,0451882807"	10
"cubanito"	8	1	1	"8.99604174163e-05"	"0,0451882807"	10
"cucurull"	8	1	1	"8.99604174163e-05"	"0,0451882807"	10
"cudowany"	8	1	1	"8.99604174163e-05"	"0,0451882807"	10
"cuéntate"	8	1	1	"8.99604174163e-05"	"0,0451882807"	10
"curating"	8	1	1	"8.99604174163e-05"	"0,0451882807"	10
"curlingu"	8	1	1	"8.99604174163e-05"	"0,0451882807"	10
"currenta"	8	1	1	"8.99604174163e-05"	"0,0451882807"	10
"curtsman"	8	1	1	"8.99604174163e-05"	"0,0451882807"	10
"custarda"	8	1	1	"8.99604174163e-05"	"0,0451882807"	10
"cwiczeni"	8	1	1	"8.99604174163e-05"	"0,0451882807"	10
"cybercom"	8	1	1	"8.99604174163e-05"	"0,0451882807"	10
"cyberoko"	8	1	1	"8.99604174163e-05"	"0,0451882807"	10
"cyconiki"	8	1	1	"8.99604174163e-05"	"0,0451882807"	10
"cyfowych"	8	1	1	"8.99604174163e-05"	"0,0451882807"	10
"cynicyzm"	8	1	1	"8.99604174163e-05"	"0,0451882807"	10
"cynikami"	8	1	1	"8.99604174163e-05"	"0,0451882807"	10
"cyranowi"	8	1	1	"8.99604174163e-05"	"0,0451882807"	10
"czaaszki"	8	1	1	"8.99604174163e-05"	"0,0451882807"	10
"czającym"	8	1	1	"8.99604174163e-05"	"0,0451882807"	10
"czasujej"	8	1	1	"8.99604174163e-05"	"0,0451882807"	10
"czepliwa"	8	1	1	"8.99604174163e-05"	"0,0451882807"	10
"czernina"	8	1	1	"8.99604174163e-05"	"0,0451882807"	10
"czkające"	8	1	1	"8.99604174163e-05"	"0,0451882807"	10
"czlonkom"	8	1	1	"8.99604174163e-05"	"0,0451882807"	10
"czlonków"	8	1	1	"8.99604174163e-05"	"0,0451882807"	10
"człapacz"	8	1	1	"8.99604174163e-05"	"0,0451882807"	10
"członkie"	8	1	1	"8.99604174163e-05"	"0,0451882807"	10
"człoweki"	8	1	1	"8.99604174163e-05"	"0,0451882807"	10
"czolgasz"	8	1	1	"8.99604174163e-05"	"0,0451882807"	10
"czterama"	8	1	1	"8.99604174163e-05"	"0,0451882807"	10
"czujeszi"	8	1	1	"8.99604174163e-05"	"0,0451882807"	10
"czulosci"	8	1	1	"8.99604174163e-05"	"0,0451882807"	10
"czytałąm"	8	1	1	"8.99604174163e-05"	"0,0451882807"	10
"czytałęm"	8	1	1	"8.99604174163e-05"	"0,0451882807"	10
"ćpaliśmy"	8	1	1	"8.99604174163e-05"	"0,0451882807"	10
"ćwokemon"	8	1	1	"8.99604174163e-05"	"0,0451882807"	10
"daccorod"	8	1	1	"8.99604174163e-05"	"0,0451882807"	10
"dacility"	8	1	1	"8.99604174163e-05"	"0,0451882807"	10
"dadjacan"	8	1	1	"8.99604174163e-05"	"0,0451882807"	10
"daitonem"	8	1	1	"8.99604174163e-05"	"0,0451882807"	10
"dallying"	8	1	1	"8.99604174163e-05"	"0,0451882807"	10
"aahkahkh"	8	1	1	"8.99604174163e-05"	"0,0451882807"	11
"abandona"	8	1	1	"8.99604174163e-05"	"0,0451882807"	11
"abbabaab"	8	1	1	"8.99604174163e-05"	"0,0451882807"	11
"abisalne"	8	1	1	"8.99604174163e-05"	"0,0451882807"	11
"abonenci"	8	1	1	"8.99604174163e-05"	"0,0451882807"	11
"aburrida"	8	1	1	"8.99604174163e-05"	"0,0451882807"	11
"abyłajem"	8	1	1	"8.99604174163e-05"	"0,0451882807"	11
"abyrwałg"	8	1	1	"8.99604174163e-05"	"0,0451882807"	11
"abyssini"	8	1	1	"8.99604174163e-05"	"0,0451882807"	11
"ackerley"	8	1	1	"8.99604174163e-05"	"0,0451882807"	11
"acrobaci"	8	1	1	"8.99604174163e-05"	"0,0451882807"	11
"actinium"	8	1	1	"8.99604174163e-05"	"0,0451882807"	11
"activeer"	8	1	1	"8.99604174163e-05"	"0,0451882807"	11
"adamsowi"	8	1	1	"8.99604174163e-05"	"0,0451882807"	11
"adebisim"	8	1	1	"8.99604174163e-05"	"0,0451882807"	11
"adidaski"	8	1	1	"8.99604174163e-05"	"0,0451882807"	11
"adjudged"	8	1	1	"8.99604174163e-05"	"0,0451882807"	11
"adjuster"	8	1	1	"8.99604174163e-05"	"0,0451882807"	11
"admirala"	8	1	1	"8.99604174163e-05"	"0,0451882807"	11
"adoflami"	8	1	1	"8.99604174163e-05"	"0,0451882807"	11
"advarsel"	8	1	1	"8.99604174163e-05"	"0,0451882807"	11
"advéniat"	8	1	1	"8.99604174163e-05"	"0,0451882807"	11
"adversii"	8	1	1	"8.99604174163e-05"	"0,0451882807"	11
"adwokado"	8	1	1	"8.99604174163e-05"	"0,0451882807"	11
"aeratory"	8	1	1	"8.99604174163e-05"	"0,0451882807"	11
"afdaalde"	8	1	1	"8.99604174163e-05"	"0,0451882807"	11
"afdeling"	8	1	1	"8.99604174163e-05"	"0,0451882807"	11
"agadirze"	8	1	1	"8.99604174163e-05"	"0,0451882807"	11
"agalburu"	8	1	1	"8.99604174163e-05"	"0,0451882807"	11
"agastina"	8	1	1	"8.99604174163e-05"	"0,0451882807"	11
"agatonie"	8	1	1	"8.99604174163e-05"	"0,0451882807"	11
"agitacji"	8	1	1	"8.99604174163e-05"	"0,0451882807"	11
"ahmedowi"	8	1	1	"8.99604174163e-05"	"0,0451882807"	11
"aickmana"	8	1	1	"8.99604174163e-05"	"0,0451882807"	11
"aiimenty"	8	1	1	"8.99604174163e-05"	"0,0451882807"	11
"airforce"	8	1	1	"8.99604174163e-05"	"0,0451882807"	11
"akamatsu"	8	1	1	"8.99604174163e-05"	"0,0451882807"	11
"akcetuje"	8	1	1	"8.99604174163e-05"	"0,0451882807"	11
"akerblom"	8	1	1	"8.99604174163e-05"	"0,0451882807"	11
"akermann"	8	1	1	"8.99604174163e-05"	"0,0451882807"	11
"akolitką"	8	1	1	"8.99604174163e-05"	"0,0451882807"	11
"aktionen"	8	1	1	"8.99604174163e-05"	"0,0451882807"	11
"akustyce"	8	1	1	"8.99604174163e-05"	"0,0451882807"	11
"alamance"	8	1	1	"8.99604174163e-05"	"0,0451882807"	11
"alarming"	8	1	1	"8.99604174163e-05"	"0,0451882807"	11
"alarmują"	8	1	1	"8.99604174163e-05"	"0,0451882807"	11
"albańców"	8	1	1	"8.99604174163e-05"	"0,0451882807"	11
"albinizm"	8	1	1	"8.99604174163e-05"	"0,0451882807"	11
"alboreto"	8	1	1	"8.99604174163e-05"	"0,0451882807"	11
"aldernon"	8	1	1	"8.99604174163e-05"	"0,0451882807"	11
"alderosh"	8	1	1	"8.99604174163e-05"	"0,0451882807"	11
"aldicott"	8	1	1	"8.99604174163e-05"	"0,0451882807"	11
"aldorfer"	8	1	1	"8.99604174163e-05"	"0,0451882807"	11
"aldrichu"	8	1	1	"8.99604174163e-05"	"0,0451882807"	11
"aldrinem"	8	1	1	"8.99604174163e-05"	"0,0451882807"	11
"aldýrmam"	8	1	1	"8.99604174163e-05"	"0,0451882807"	11
"aleckiem"	8	1	1	"8.99604174163e-05"	"0,0451882807"	11
"aleichem"	8	1	1	"8.99604174163e-05"	"0,0451882807"	11
"aleidita"	8	1	1	"8.99604174163e-05"	"0,0451882807"	11
"alelujek"	8	1	1	"8.99604174163e-05"	"0,0451882807"	11
"alentown"	8	1	1	"8.99604174163e-05"	"0,0451882807"	11
"alferowi"	8	1	1	"8.99604174163e-05"	"0,0451882807"	11
"algierce"	8	1	1	"8.99604174163e-05"	"0,0451882807"	11
"alienuje"	8	1	1	"8.99604174163e-05"	"0,0451882807"	11
"aljoszko"	8	1	1	"8.99604174163e-05"	"0,0451882807"	11
"alkotest"	8	1	1	"8.99604174163e-05"	"0,0451882807"	11
"alkowach"	8	1	1	"8.99604174163e-05"	"0,0451882807"	11
"allanowy"	8	1	1	"8.99604174163e-05"	"0,0451882807"	11
"allergen"	8	1	1	"8.99604174163e-05"	"0,0451882807"	11
"allinson"	8	1	1	"8.99604174163e-05"	"0,0451882807"	11
"allstate"	8	1	1	"8.99604174163e-05"	"0,0451882807"	11
"alpejscy"	8	1	1	"8.99604174163e-05"	"0,0451882807"	11
"alperton"	8	1	1	"8.99604174163e-05"	"0,0451882807"	11
"alquinin"	8	1	1	"8.99604174163e-05"	"0,0451882807"	11
"altairze"	8	1	1	"8.99604174163e-05"	"0,0451882807"	11
"altamira"	8	1	1	"8.99604174163e-05"	"0,0451882807"	11
"alvinowi"	8	1	1	"8.99604174163e-05"	"0,0451882807"	11
"alzackie"	8	1	1	"8.99604174163e-05"	"0,0451882807"	11
"amantami"	8	1	1	"8.99604174163e-05"	"0,0451882807"	11
"amarkant"	8	1	1	"8.99604174163e-05"	"0,0451882807"	11
"amazings"	8	1	1	"8.99604174163e-05"	"0,0451882807"	11
"amazonas"	8	1	1	"8.99604174163e-05"	"0,0451882807"	11
"ambrosja"	8	1	1	"8.99604174163e-05"	"0,0451882807"	11
"ambrossi"	8	1	1	"8.99604174163e-05"	"0,0451882807"	11
"ambushed"	8	1	1	"8.99604174163e-05"	"0,0451882807"	11
"aminicji"	8	1	1	"8.99604174163e-05"	"0,0451882807"	11
"ammuseer"	8	1	1	"8.99604174163e-05"	"0,0451882807"	11
"amorkowe"	8	1	1	"8.99604174163e-05"	"0,0451882807"	11
"amristar"	8	1	1	"8.99604174163e-05"	"0,0451882807"	11
"amschell"	8	1	1	"8.99604174163e-05"	"0,0451882807"	11
"amylejem"	8	1	1	"8.99604174163e-05"	"0,0451882807"	11
"anabolic"	8	1	1	"8.99604174163e-05"	"0,0451882807"	11
"ancridge"	8	1	1	"8.99604174163e-05"	"0,0451882807"	11
"andreena"	8	1	1	"8.99604174163e-05"	"0,0451882807"	11
"andrésem"	8	1	1	"8.99604174163e-05"	"0,0451882807"	11
"andriana"	8	1	1	"8.99604174163e-05"	"0,0451882807"	11
"angeleno"	8	1	1	"8.99604174163e-05"	"0,0451882807"	11
"angerana"	8	1	1	"8.99604174163e-05"	"0,0451882807"	11
"angstrem"	8	1	1	"8.99604174163e-05"	"0,0451882807"	11
"anhonest"	8	1	1	"8.99604174163e-05"	"0,0451882807"	11
"anjaneya"	8	1	1	"8.99604174163e-05"	"0,0451882807"	11
"ankietka"	8	1	1	"8.99604174163e-05"	"0,0451882807"	11
"anlattýn"	8	1	1	"8.99604174163e-05"	"0,0451882807"	11
"annafora"	8	1	1	"8.99604174163e-05"	"0,0451882807"	11
"anstelle"	8	1	1	"8.99604174163e-05"	"0,0451882807"	11
"antarris"	8	1	1	"8.99604174163e-05"	"0,0451882807"	11
"anthemis"	8	1	1	"8.99604174163e-05"	"0,0451882807"	11
"anthonku"	8	1	1	"8.99604174163e-05"	"0,0451882807"	11
"anthraxu"	8	1	1	"8.99604174163e-05"	"0,0451882807"	11
"antytezę"	8	1	1	"8.99604174163e-05"	"0,0451882807"	11
"anulowań"	8	1	1	"8.99604174163e-05"	"0,0451882807"	11
"anwarowi"	8	1	1	"8.99604174163e-05"	"0,0451882807"	11
"anyżówką"	8	1	1	"8.99604174163e-05"	"0,0451882807"	11
"ańskiego"	8	1	1	"8.99604174163e-05"	"0,0451882807"	11
"apaczach"	8	1	1	"8.99604174163e-05"	"0,0451882807"	11
"apaczowy"	8	1	1	"8.99604174163e-05"	"0,0451882807"	11
"aparatko"	8	1	1	"8.99604174163e-05"	"0,0451882807"	11
"apéritif"	8	1	1	"8.99604174163e-05"	"0,0451882807"	11
"apertury"	8	1	1	"8.99604174163e-05"	"0,0451882807"	11
"aquanowi"	8	1	1	"8.99604174163e-05"	"0,0451882807"	11
"aquapark"	8	1	1	"8.99604174163e-05"	"0,0451882807"	11
"aracelli"	8	1	1	"8.99604174163e-05"	"0,0451882807"	11
"aracycie"	8	1	1	"8.99604174163e-05"	"0,0451882807"	11
"arademii"	8	1	1	"8.99604174163e-05"	"0,0451882807"	11
"aradhana"	8	1	1	"8.99604174163e-05"	"0,0451882807"	11
"aragonit"	8	1	1	"8.99604174163e-05"	"0,0451882807"	11
"aragorn”"	8	1	1	"8.99604174163e-05"	"0,0451882807"	11
"araminta"	8	1	1	"8.99604174163e-05"	"0,0451882807"	11
"aranarth"	8	1	1	"8.99604174163e-05"	"0,0451882807"	11
"arcybitu"	8	1	1	"8.99604174163e-05"	"0,0451882807"	11
"ardenami"	8	1	1	"8.99604174163e-05"	"0,0451882807"	11
"aresztów"	8	1	1	"8.99604174163e-05"	"0,0451882807"	11
"argemiro"	8	1	1	"8.99604174163e-05"	"0,0451882807"	11
"argonath"	8	1	1	"8.99604174163e-05"	"0,0451882807"	11
"argonowe"	8	1	1	"8.99604174163e-05"	"0,0451882807"	11
"argotron"	8	1	1	"8.99604174163e-05"	"0,0451882807"	11
"arianowi"	8	1	1	"8.99604174163e-05"	"0,0451882807"	11
"arkandan"	8	1	1	"8.99604174163e-05"	"0,0451882807"	11
"arretium"	8	1	1	"8.99604174163e-05"	"0,0451882807"	11
